Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Mult Lines,Int Service,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Pay Method,Monthlycharges,Totalcharges,Has_Streaming,OnlineExtras,StreamingExtras,Cluster
0,0,0,0,0.19268474081439926,1,0,2,0,0,0,0,0,0,0,1,3,0.038104643648504535,0.18846344240598262,0,0,0,3
1,0,0,0,0.610796177303996,1,0,1,0,0,1,0,0,0,0,1,2,0.7662548607478794,0.692144184616216,0,1,0,3
0,1,0,0,0.8834523110951958,1,2,1,0,1,0,1,1,0,0,1,2,0.8811347750649375,0.893001501651109,1,2,1,2
0,1,0,0,0.5780542224431977,1,2,1,0,1,0,0,0,1,0,0,2,0.851094304871785,0.7054118385763212,1,1,1,2
0,0,1,0,0.5601134609906421,1,0,1,1,1,0,1,1,1,1,0,3,0.9391019934264035,0.6964724655474392,1,3,2,0
1,0,0,1,0.9212950571409093,1,2,0,0,1,0,0,0,0,0,1,1,0.5890300591626482,0.8317088055596333,0,1,0,4
0,0,0,0,0.5949069773404103,1,0,0,0,1,0,1,0,0,0,1,3,0.5782429435541124,0.6181359624971576,0,2,0,3
1,0,1,1,0.0,1,0,1,0,0,0,0,0,0,0,1,3,0.7227322813738536,0.215774934823517,0,0,0,3
1,0,0,0,0.11271334783759884,0,1,0,0,0,0,1,0,0,0,0,0,0.2627110291378084,0.22681209145008865,0,1,0,1
0,0,0,0,0.11271334783759884,1,2,1,0,0,0,0,0,1,0,1,2,0.8258447375197405,0.3586951621861104,1,0,1,4
0,0,1,1,0.9802764589692089,1,2,1,1,0,1,1,1,1,2,1,1,0.9530295960439845,0.9684465624218264,1,3,2,0
1,0,0,0,0.0,1,2,1,0,0,0,0,0,0,0,1,2,0.7542793600158568,0.22540469238794697,0,0,0,4
1,0,1,0,0.4738949439878661,1,0,1,0,0,0,0,1,0,0,1,2,0.7887615821944196,0.6225786553870964,1,0,1,1
0,0,0,0,0.8257316158269238,1,0,1,1,1,1,0,0,0,0,1,1,0.8145105936497836,0.8389727509324179,0,3,0,0
1,0,0,0,0.5409344555306974,1,0,1,0,0,0,0,1,1,0,1,2,0.8584713780351136,0.6684322067545692,1,0,2,1
1,0,0,0,0.3853694816287984,1,2,1,0,0,0,0,0,0,0,0,2,0.7445742865894901,0.5411110212019039,0,0,0,4
0,0,0,0,0.3853694816287984,1,0,0,0,0,0,1,1,0,0,1,3,0.6310210900118838,0.5047220160122649,1,1,1,3
1,0,1,1,0.6907675702807966,1,2,0,0,0,0,0,0,0,1,1,1,0.5202223093027917,0.6582850413059231,0,0,0,4
0,0,0,0,0.34824971471629823,1,0,0,0,0,0,1,0,0,0,1,0,0.5343890031744367,0.4326808848463483,0,1,0,1
0,0,1,1,0.5203335271749256,1,0,2,0,0,0,0,0,0,0,0,3,0.02150400929833349,0.41065120933720334,0,0,0,3
0,0,0,0,0.11271334783759884,1,0,0,0,1,0,0,0,0,0,1,3,0.5338510242251456,0.2947553055873806,0,1,0,3
1,0,1,1,0.9003050659924084,1,2,1,1,0,1,0,1,1,0,0,1,0.9391019934264035,0.9207865939935057,1,2,2,0
1,1,0,0,0.5601134609906421,1,0,1,0,0,0,0,1,1,0,0,1,0.8546480222295842,0.6861475666819176,1,0,2,1
1,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,1,3,0.051554827430843116,0.010897765766822172,0,0,0,3
1,0,0,0,0.11271334783759884,1,2,0,0,1,0,0,0,0,0,1,3,0.5831732099964263,0.2939004786726431,0,1,0,4
0,1,0,0,0.770738963257597,1,2,1,0,1,0,0,1,1,0,1,2,0.9079745369643853,0.8365889314722411,1,1,2,2
1,0,0,0,0.254715372338644,1,0,0,0,0,0,0,0,1,0,0,2,0.5821907919419047,0.3814995277197917,1,0,1,1
0,0,1,0,0.4474001131530433,1,0,1,0,0,1,0,0,0,0,1,0,0.7599483615048508,0.5789531786094411,0,1,0,1
1,0,0,0,0.9263039371594961,1,2,1,0,0,0,0,1,1,0,1,2,0.8908760106721431,0.9190118732623714,1,0,2,2
0,1,1,0,0.9843347108983214,1,2,1,1,1,0,0,0,1,1,1,1,0.8894952391191155,0.954811809344117,1,2,1,0
0,1,1,0,0.5949069773404103,1,2,1,0,0,0,0,0,1,0,1,1,0.8236596374610912,0.6996137671673941,1,0,1,4
1,1,0,0,0.5203335271749256,0,1,0,0,0,1,1,0,1,0,1,2,0.46561961993328516,0.5432749711173795,1,2,1,0
0,1,0,0,0.254715372338644,1,2,1,0,0,1,0,0,1,0,1,2,0.8451183716253119,0.48671814506997574,1,1,1,2
1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,2,0.788427553993347,0.23582844138220488,1,0,1,1
0,1,0,0,0.11271334783759884,1,2,1,0,0,1,0,0,0,0,1,2,0.7793288865744504,0.33799741103518055,0,1,0,4
1,0,1,0,0.6665796848022654,1,2,1,0,0,1,1,1,1,0,1,2,0.9398573966111152,0.779859445910392,1,2,2,2
0,0,0,0,0.19268474081439926,1,2,1,0,0,0,0,0,0,0,1,2,0.7581832555602008,0.40135362426580073,0,0,0,4
1,0,0,0,0.8775997724016579,0,1,0,0,1,0,0,0,0,0,0,0,0.27070036615401727,0.700199401618534,0,1,0,1
0,0,1,0,0.9161942659559942,1,2,1,0,1,0,0,1,1,0,1,1,0.8996293880554405,0.9148110068538875,1,1,2,2
0,1,0,0,0.5780542224431977,1,2,0,0,0,0,1,0,0,0,0,1,0.5890300591626482,0.6023396415514288,0,1,0,4
1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,2,0.1517744204853772,0.04148983406173002,0,0,0,3
1,0,0,0,0.4738949439878661,1,2,1,0,0,0,0,1,0,0,1,0,0.8280209317601399,0.6181261925810871,1,0,1,4
1,0,1,0,0.9634237040719962,1,2,1,0,1,1,0,1,1,0,1,2,0.9260938759162318,0.9553334698374067,1,2,2,2
1,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0.050224953612603415,0.010491821285995344,0,0,0,1
1,1,1,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7200805494716828,0.21496549266776155,0,0,0,3
0,0,1,1,0.4980828294663973,1,2,0,0,0,0,1,0,1,0,1,2,0.6892036119439049,0.5987922927885193,1,1,1,2
0,1,0,0,0.254715372338644,1,2,1,0,0,0,0,1,1,0,1,2,0.8769049346554687,0.5080190972932412,1,0,2,2
0,0,0,0,0.3853694816287984,1,0,2,0,0,0,0,0,0,0,0,3,0.050224953612603415,0.35387315328498886,0,0,0,3
1,1,0,0,0.19268474081439926,1,2,1,0,0,1,0,1,0,0,0,2,0.8581782437636827,0.44542871870160866,1,1,1,2
0,0,1,1,0.6665796848022654,1,0,1,0,1,0,0,0,0,0,1,0,0.7478289506173535,0.7207645728026174,0,1,0,1
1,1,1,0,0.19268474081439926,1,2,1,0,1,1,0,1,1,0,1,2,0.938849954685825,0.46927570910674843,1,2,2,2
0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,2,0.8478158214027509,0.2539567322396236,1,0,2,1
1,0,0,0,0.4980828294663973,1,0,1,0,1,0,0,0,0,0,1,2,0.7514221274479279,0.6162888461299788,0,1,0,3
0,0,0,0,0.7527982018050413,0,1,0,0,1,0,0,0,0,0,1,2,0.2759609413368379,0.622416957575606,0,1,0,3
1,0,1,0,0.9922776889814588,1,2,1,1,1,1,1,1,1,1,0,1,0.9858760827122617,0.9859775793979357,1,4,2,0
1,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7112738145616075,0.21227723353985262,0,0,0,3
0,0,0,0,0.9360588089274335,1,0,1,0,0,1,0,1,1,2,1,2,0.882257096154983,0.9244924862124392,1,1,2,1
1,0,1,1,0.0,1,0,1,0,0,0,0,0,1,0,0,2,0.7890954015625927,0.23603230210271128,1,0,1,1
1,0,0,0,0.19268474081439926,1,0,2,0,0,0,0,0,0,0,1,3,0.04352544210694617,0.18403944562226057,0,0,0,3
0,0,0,0,0.4738949439878661,1,2,1,0,0,0,1,1,1,0,1,2,0.9001717385967393,0.6569200375990618,1,1,2,2
0,0,0,0,0.9312241597638317,1,0,1,0,1,0,0,0,0,0,1,2,0.7463848819561992,0.8773798125675266,0,1,0,3
1,0,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,2,0.8466186369056874,0.2535912912237552,1,0,2,1
1,0,1,0,0.4738949439878661,1,2,1,0,0,1,0,1,1,0,1,2,0.9001717385967393,0.6537317433684221,1,1,2,2
0,0,1,1,0.4738949439878661,1,2,1,0,1,1,0,1,1,0,1,1,0.9193382891504653,0.6585444769994214,1,2,2,2
1,0,0,0,0.7433740681130344,1,2,1,1,1,0,0,0,1,0,1,1,0.8780361724981073,0.8071095936460883,1,2,1,0
1,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0.054204679331035115,0.011706634051269845,0,0,0,1
0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,3,0.1827828879135207,0.050955180351511975,0,0,0,3
1,0,0,0,0.11271334783759884,1,0,0,0,0,0,0,0,0,0,0,3,0.49187467272128266,0.23805700670873836,0,0,0,3
0,0,0,0,0.9408108104555145,1,0,1,1,1,1,0,1,1,1,1,2,0.9416158590021867,0.9436396629396908,1,3,2,0
0,0,0,0,0.5203335271749256,1,0,1,0,0,1,1,0,1,0,1,2,0.8484134085518675,0.6625807576908421,1,2,1,1
0,0,0,0,0.4474001131530433,1,0,0,1,1,0,0,1,1,0,1,2,0.752137870265561,0.5903835298545831,1,2,2,1
1,0,1,1,0.3853694816287984,1,0,1,0,1,0,1,1,0,0,1,2,0.8504997123136799,0.5668076546343864,1,2,1,1
1,0,1,1,0.9109981273786067,1,2,1,0,0,1,1,0,1,2,1,0,0.8878335861328254,0.9096910079557753,1,2,1,0
1,0,0,0,0.0,1,2,0,0,0,1,1,0,0,0,0,3,0.653427624937443,0.1946196625036213,0,2,0,4
0,0,1,0,0.7792930326398642,1,0,1,0,1,0,0,0,1,0,0,0,0.8160992412424458,0.8025447313835612,1,1,1,1
0,0,1,1,0.9922776889814588,1,2,1,1,1,1,1,1,1,2,1,0,0.9791392616498525,0.9808890109054165,1,4,2,0
0,1,0,0,0.5409344555306974,1,2,1,0,0,0,0,0,1,0,1,2,0.8022798754305152,0.6672077665880066,1,0,1,4
0,0,0,1,0.254715372338644,1,2,1,0,1,1,0,0,0,0,0,0,0.815464349298437,0.4687390869899226,0,2,0,0
1,0,0,0,0.4181114364895969,1,2,1,0,1,1,0,1,0,0,1,2,0.8752035713614569,0.6058641017846524,1,2,1,2
1,0,1,0,0.305398088651998,1,2,1,0,1,0,0,0,0,0,1,2,0.7806866598731815,0.5032063997398099,0,1,0,4
1,0,0,0,0.5203335271749256,1,2,1,0,0,0,1,1,1,0,1,3,0.9079745369643853,0.6680082954369806,1,1,2,2
0,0,1,0,0.7619132911961489,1,0,2,0,0,0,0,0,0,0,0,0,0.03946501142131117,0.5789407534808056,0,0,0,1
1,0,0,0,0.3853694816287984,1,2,1,0,0,1,0,1,0,0,1,2,0.8546480222295842,0.5626454909415267,1,1,1,2
1,0,0,0,0.0,1,2,0,0,1,0,1,0,0,0,0,3,0.6363784332367844,0.1894153903550035,0,2,0,4
1,0,0,0,0.5203335271749256,1,2,1,0,1,1,1,1,1,0,1,3,0.9732626443060891,0.7007476328208603,1,3,2,0
1,0,0,0,0.610796177303996,1,0,0,0,0,0,1,0,0,0,0,3,0.55392250154461,0.6306104571374516,0,1,0,3
1,1,1,1,0.9761580826059855,1,2,1,0,0,1,0,1,1,0,1,1,0.9055651588184359,0.9606550777065967,1,1,2,2
1,0,0,0,0.19268474081439926,1,0,0,0,0,0,0,0,0,0,1,2,0.4860199642592101,0.3289791870166923,0,0,0,3
1,0,0,0,0.9057030088037242,1,2,1,0,0,1,0,0,0,0,0,1,0.7890954015625927,0.8832270900913219,0,1,0,4
1,0,0,0,0.8034809181183954,1,2,1,0,0,0,0,0,0,0,0,1,0.7571213843544022,0.805672222939337,0,0,0,4
0,0,0,0,0.11271334783759884,1,0,0,0,0,1,1,1,1,0,0,2,0.7645105140086236,0.34981892410602805,1,2,2,1
0,1,0,0,0.723509525141595,1,2,1,1,1,0,0,0,1,0,1,2,0.8808538258019434,0.7968527753881027,1,2,1,2
0,0,0,0,0.254715372338644,1,2,1,0,0,0,0,0,0,0,0,2,0.7571213843544022,0.47094738145121934,0,0,0,4
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,2,0.4836599866625741,0.1427980273714176,0,0,0,3
0,0,0,0,0.11271334783759884,1,2,1,0,0,0,0,0,0,0,1,2,0.7610046310125275,0.3310962977449245,0,0,0,4
0,0,1,0,0.8528736770356842,0,1,0,0,1,0,1,0,0,1,0,3,0.3251034732606688,0.7077230194085976,0,2,0,3
1,1,0,0,0.305398088651998,1,2,1,0,1,0,0,0,1,0,1,2,0.8507970913589613,0.5355639040221323,1,1,1,2
0,0,0,0,0.4738949439878661,1,0,1,1,0,0,0,1,0,0,1,3,0.8195777164895437,0.6177251209495598,1,1,1,3
0,0,1,1,0.9843347108983214,1,2,1,0,0,0,0,1,0,1,1,2,0.808752003910135,0.9309584529368808,1,0,1,4
1,1,1,0,0.6536478033682963,1,2,1,0,0,0,0,1,1,0,1,2,0.8783186078720563,0.7522758608912279,1,0,2,2
0,0,1,1,0.7875917181548097,1,0,1,0,0,1,0,1,1,1,1,2,0.8740663098835909,0.8333787570367789,1,1,2,1
1,1,0,0,0.6258260711118334,1,2,1,0,0,0,0,1,1,0,1,2,0.8833770631350886,0.7391394993796772,1,0,2,2
1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,3,0.5343890031744367,0.15828307865096078,0,1,0,3
0,0,1,1,0.5601134609906421,1,0,1,0,1,0,1,0,1,0,1,1,0.8499044568874793,0.6785384518559784,1,2,1,1
0,0,0,0,0.19268474081439926,1,0,1,0,0,0,0,1,0,0,1,2,0.7850757284100492,0.4182190745122577,1,0,1,1
1,0,1,1,0.7956498278693414,1,0,1,0,0,0,0,1,0,0,0,2,0.7776268001410594,0.8011744362670333,1,0,1,1
1,0,0,0,0.5203335271749256,1,0,0,0,0,0,1,1,0,1,1,2,0.6337064807284694,0.5959067126893671,1,1,1,1
0,1,0,0,0.4474001131530433,1,0,1,0,0,0,0,1,0,0,1,2,0.7947386303770947,0.6011621357105524,1,0,1,1
1,0,0,0,0.8528736770356842,1,2,1,0,1,0,0,1,1,0,1,2,0.9175047781832207,0.8844175611137779,1,1,2,2
1,1,0,0,0.305398088651998,1,0,1,0,0,0,0,1,1,0,1,2,0.8490103276324836,0.5272822757707304,1,0,2,1
1,0,1,0,0.9212950571409093,1,0,1,1,1,1,1,1,1,2,0,0,0.9579169900028971,0.942691479869061,1,4,2,0
1,0,0,1,0.0,1,0,2,0,0,0,0,0,0,0,1,3,0.03400262043611035,0.005539948011395445,0,0,0,3
0,0,0,0,0.254715372338644,1,2,1,0,1,0,1,0,1,0,1,2,0.8723558629473147,0.48216979872863414,1,2,1,2
0,1,1,1,0.8834523110951958,1,0,1,0,0,0,0,0,0,0,0,0,0.721975986542025,0.8427418997449646,0,0,0,1
1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0.35149561587888606,0.10245480371685711,1,0,1,1
1,0,0,1,0.4474001131530433,1,0,0,0,0,0,0,1,0,0,0,2,0.592417119395852,0.5174556414226449,1,0,1,1
1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,1,2,0.7860834872408201,0.23511291412854599,1,0,1,1
0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,2,0.17229249032429161,0.04775298256054904,0,0,0,3
1,1,1,0,0.7527982018050413,1,2,1,0,1,1,0,0,1,0,1,2,0.8858884325717479,0.812284972911643,1,2,1,2
0,1,0,0,0.610796177303996,1,0,1,0,1,1,0,1,0,0,1,2,0.8469181847744139,0.7134404908606197,1,2,1,1
0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0.5229760238230613,0.1547992624317544,0,1,0,1
0,0,0,1,0.305398088651998,1,0,0,0,0,0,0,0,0,0,0,3,0.49361863963477015,0.4021643213352722,0,0,0,3
1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7143535292971841,0.2132173176157112,0,0,0,3
0,1,0,0,0.0,1,2,1,0,0,0,0,0,0,0,1,2,0.7489094448720771,0.22376552378019798,0,0,0,4
1,0,1,1,0.9003050659924084,1,2,1,0,1,0,1,1,1,0,0,2,0.9276407936433372,0.9123088808758523,1,2,2,2
0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7189400490836241,0.2146173544973853,0,0,0,3
1,0,1,1,0.0,1,0,1,0,0,0,0,0,0,0,1,2,0.7177971073799938,0.21426847111451694,0,0,0,3
0,1,1,0,0.8396337785951014,0,1,0,0,1,0,0,1,0,0,1,2,0.40956683257408755,0.7280625612751881,1,1,1,1
1,1,0,0,0.8463325441826955,1,2,1,0,0,1,0,1,1,0,1,2,0.8996293880554405,0.8811157997976882,1,1,2,2
1,0,1,1,0.4980828294663973,1,2,1,0,0,0,0,0,0,0,1,2,0.7499877570433474,0.6181457318276246,0,0,0,4
1,0,1,0,0.5203335271749256,1,0,1,1,0,0,1,0,0,0,0,0,0.7947386303770947,0.6243280137285077,0,2,0,1
0,0,1,0,0.11271334783759884,1,2,1,0,0,1,1,1,1,0,1,2,0.9312329344708536,0.41698191499391035,1,2,2,2
1,1,1,0,0.9883345686837408,1,2,1,0,1,0,0,1,0,0,1,2,0.8516882360364746,0.9435680437853202,1,1,1,2
0,1,1,0,0.6536478033682963,1,2,1,0,0,1,0,1,0,0,0,2,0.8567101535839199,0.7566231058254892,1,1,1,2
0,0,0,0,0.6789366222463231,1,0,1,0,0,0,0,1,1,0,0,2,0.8475167768348663,0.7529778923499957,1,0,2,1
1,0,0,0,0.8891841702469956,1,2,1,0,1,1,0,1,1,1,1,1,0.9398573966111152,0.9126860961579749,1,2,2,0
1,0,0,1,0.6789366222463231,1,0,1,0,1,1,0,1,0,0,1,2,0.8484134085518675,0.7607882025872743,1,2,1,1
1,1,0,0,0.4738949439878661,1,0,1,0,1,0,0,0,0,0,1,2,0.7391053682220661,0.5868946727383997,0,1,0,3
0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,0.7215974370316627,0.21542852316325908,0,0,0,3
0,0,0,0,0.5409344555306974,1,0,1,0,1,1,0,0,0,0,1,2,0.7840660639516119,0.6649436731731603,0,2,0,3
0,0,1,0,0.3853694816287984,1,2,1,0,0,0,0,1,0,0,1,2,0.8308059259372917,0.5596100640511557,1,0,1,4
1,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,0,3,0.05288139721134802,0.011302701688893657,0,0,0,3
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,2,0.48543094703235,0.14333861368721196,0,0,0,3
0,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,0,3,0.05946525451385548,0.013312426595006952,0,0,0,3
0,1,0,0,0.5601134609906421,1,2,1,0,1,0,0,0,0,0,1,2,0.7820409892283328,0.6635004571266234,0,1,0,4
1,0,0,0,0.5949069773404103,1,2,1,0,0,0,1,0,1,0,1,1,0.8463189208933265,0.7080947365342489,1,1,1,2
0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,2,0.49361863963477015,0.14583790991898427,0,0,0,3
0,1,0,0,0.0,1,0,1,0,1,0,0,0,0,0,1,2,0.740203642305553,0.22110807428793985,0,1,0,3
0,1,0,0,0.19268474081439926,1,2,1,0,0,0,0,0,0,0,1,1,0.7549912855373291,0.4257694156800549,0,0,0,4
0,0,0,0,0.11271334783759884,1,0,1,0,0,0,0,1,0,0,1,2,0.7874242137757771,0.3535267416247309,1,0,1,1
0,0,1,0,0.9922776889814588,1,2,1,0,1,1,1,1,1,1,1,2,0.9566993291285354,0.9798443060848373,1,3,2,0
1,1,1,0,0.7336191963450966,1,2,1,0,0,0,0,0,0,0,1,2,0.7581832555602008,0.7517860757475862,0,0,0,4
0,0,0,0,0.0,1,0,2,0,0,0,0,0,0,0,0,3,0.062076233124961896,0.014109428793409885,0,0,0,3
1,0,0,0,0.9761580826059855,1,0,1,0,1,1,0,1,1,0,0,2,0.9055651588184359,0.957965601577111,1,2,2,1
0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,2,0.8019542004817167,0.23995745528618384,1,0,1,1
1,0,0,0,0.6258260711118334,0,1,0,0,1,1,0,0,0,0,1,1,0.324307135958694,0.5644345447123724,0,2,0,0
0,1,1,0,0.4980828294663973,1,2,1,0,0,1,0,1,1,0,1,2,0.9058334050245307,0.667785119741487,1,1,2,2
0,0,0,0,0.0,1,0,1,0,1,0,0,1,0,0,0,2,0.8170501659140927,0.24456550438526092,1,1,1,1
0,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,1,3,0.7517801187868505,0.2246417980672565,0,1,0,3
1,0,0,0,0.5409344555306974,1,2,1,0,0,0,1,1,1,0,1,3,0.9028752586105558,0.6906671520405147,1,1,2,2
0,0,0,0,0.3853694816287984,1,0,1,0,0,0,0,0,1,0,1,2,0.7844028309523697,0.5420953655984614,1,0,1,1
1,0,0,0,0.5203335271749256,1,2,1,0,1,1,0,1,1,0,1,2,0.9428683673457053,0.6845694298901281,1,2,2,2
0,0,0,0,0.8592644256166645,0,1,0,0,0,1,0,1,1,0,1,0,0.5278972020878475,0.7667604237409208,1,1,2,1
1,1,0,0,0.7021154854916872,1,2,1,0,1,1,0,1,1,0,1,1,0.923765063618731,0.796820138245721,1,2,2,2
0,0,0,0,0.11271334783759884,1,0,1,0,0,0,0,1,1,0,1,2,0.8543527808275354,0.3571520820230465,1,0,2,1
1,0,1,1,0.8257316158269238,1,2,1,0,1,1,0,1,0,0,1,2,0.8788830308231361,0.8575638363511838,1,2,1,2
1,0,1,0,0.7875917181548097,1,0,1,0,0,1,0,1,1,1,1,2,0.8853313703803727,0.8287358539046972,1,1,2,1
0,1,0,0,0.19268474081439926,1,0,1,0,0,0,0,0,0,0,1,2,0.7208395319193115,0.3891613096993406,0,0,0,3
0,0,1,0,0.6665796848022654,1,2,1,0,0,0,0,0,1,0,1,2,0.8308059259372917,0.7442795246263331,1,0,1,4
1,0,0,0,0.305398088651998,1,0,1,0,0,0,0,0,0,0,1,2,0.71588675091639,0.4643059935595223,0,0,0,3
0,1,0,0,0.3853694816287984,1,0,1,1,0,0,0,0,0,0,0,0,0.7648598395441464,0.5358878687974405,0,1,0,1
1,0,1,1,0.11271334783759884,1,0,1,0,0,0,0,1,1,0,1,0,0.8493085371135675,0.3731525832854652,1,0,2,1
0,0,0,0,0.34824971471629823,1,0,1,0,0,0,0,0,0,0,1,3,0.7120454101612023,0.5056792123410647,0,0,0,3
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,2,0.4889553430760359,0.1444144368988276,0,0,0,3
1,0,1,1,0.7527982018050413,1,2,1,0,0,1,0,0,1,0,1,2,0.8472175646880609,0.8094794096610385,1,1,1,2
0,0,1,1,0.7619132911961489,0,1,0,0,0,0,1,1,1,0,0,1,0.5508030531664797,0.7203267727030164,1,1,2,1
0,1,0,0,0.770738963257597,1,2,1,0,0,0,0,0,0,0,1,2,0.7467462654298939,0.7774659210869859,0,0,0,4
0,0,1,0,0.305398088651998,1,2,0,0,0,1,1,1,0,0,0,0,0.7019266338553324,0.47672496726384744,1,2,1,0
1,0,0,0,0.19268474081439926,0,1,0,1,1,0,0,0,0,0,1,3,0.35451652386354743,0.28320052490331477,0,2,0,3
0,0,0,0,0.254715372338644,1,0,0,0,1,0,0,0,0,0,0,1,0.5455631282674203,0.33989357065234727,0,1,0,1
0,0,0,0,0.5601134609906421,1,0,1,0,0,0,0,1,1,0,1,3,0.8507970913589613,0.6674822643589683,1,0,2,1
1,0,0,0,0.713018267989325,1,0,1,0,0,0,0,0,0,0,0,3,0.7249947595980047,0.7405101157394637,0,0,0,3
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,2,0.4895404873121333,0.1445930523959323,0,0,0,3
0,0,0,0,0.254715372338644,1,0,0,0,1,0,0,1,1,0,1,0,0.7073990220706364,0.42891901368466934,1,1,2,1
0,0,1,1,0.6789366222463231,1,0,0,1,1,1,0,0,0,0,0,3,0.6456263553856297,0.7050797968654796,0,3,0,3
0,0,1,0,0.8185108119262328,1,2,1,1,0,1,1,0,1,1,1,2,0.9039528453779223,0.8633206198886598,1,3,1,0
0,0,0,0,0.5780542224431977,1,2,1,0,1,0,0,0,0,0,1,2,0.7874242137757771,0.6649729939062811,0,1,0,4
1,0,1,0,0.5409344555306974,1,2,0,0,0,1,0,1,1,1,1,3,0.7567669574831066,0.6459636453840637,1,1,2,2
0,0,0,1,0.8775997724016579,1,0,1,1,1,0,1,1,1,1,1,0,0.9353088631337627,0.9041297463706272,1,3,2,0
0,0,0,0,0.5203335271749256,1,0,1,0,0,1,0,1,1,0,1,2,0.8864449141875185,0.6575119202552906,1,1,2,1
0,0,0,0,0.3853694816287984,0,1,0,0,1,0,0,0,1,0,1,1,0.42032677476538005,0.4477795280813297,1,1,1,1
0,0,1,0,0.6789366222463231,1,2,0,1,0,0,1,1,1,0,1,2,0.7837290844124991,0.7382255445784005,1,2,2,2
0,0,0,1,0.5780542224431977,1,0,1,0,1,0,0,0,1,0,1,0,0.8270893629364537,0.6865910854660799,1,1,1,1
0,0,1,0,0.8834523110951958,1,0,1,0,0,1,0,0,1,0,1,2,0.8233467490478006,0.8754892786991534,1,1,1,1
1,0,0,0,0.0,1,0,1,0,0,1,0,1,0,0,1,2,0.8205224717852754,0.24562542705222112,1,1,1,1
1,1,0,0,0.3853694816287984,1,2,1,0,0,0,0,1,0,0,1,2,0.8202077390546765,0.5493465037472807,1,0,1,4
1,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,2,0.5466152351339439,0.16201514053322275,0,1,0,3
1,0,0,0,0.3853694816287984,1,0,0,1,0,0,0,0,0,0,1,3,0.5487132498646887,0.4784604840325665,0,1,0,3
1,0,0,0,0.4181114364895969,1,0,0,0,0,0,0,0,0,0,1,3,0.4836599866625741,0.5132896809316072,0,0,0,3
0,0,0,0,0.5780542224431977,1,0,2,0,0,0,0,0,0,0,0,0,0.03262824628732058,0.4455414342142586,0,0,0,1
0,0,1,1,0.9922776889814588,1,2,1,1,1,1,1,0,0,2,0,0,0.8746352434078521,0.9547412199280142,0,4,0,0
0,0,1,0,0.0,1,0,0,0,0,0,0,1,0,0,0,3,0.5909681522596959,0.17555388508840236,1,0,1,3
0,0,1,1,0.254715372338644,1,2,0,0,0,0,0,0,0,0,0,3,0.5471405121679467,0.41478552421220255,0,0,0,4
0,0,0,0,0.8327695947818418,1,0,1,1,0,1,1,1,0,1,1,2,0.8839361669160188,0.8606177740216029,1,3,1,0
1,0,0,0,0.9408108104555145,1,2,1,0,1,1,0,1,1,1,1,0,0.9253187331785946,0.9402038658320381,1,2,2,0
0,0,1,1,0.6536478033682963,1,2,1,0,1,1,0,1,1,0,1,0,0.9385977969186824,0.7791115996966121,1,2,2,0
0,1,0,0,0.11271334783759884,1,0,1,0,0,0,0,0,0,0,1,0,0.7193204866216292,0.2965219240623096,0,0,0,1
0,1,1,0,0.254715372338644,1,2,1,1,0,0,0,1,1,0,1,2,0.9061015165350603,0.47548729513486065,1,1,2,2
0,1,0,0,0.5601134609906421,1,2,1,0,0,0,0,0,0,0,1,2,0.7496285615625957,0.6626699880182477,0,0,0,4
0,0,0,0,0.19268474081439926,1,2,1,0,0,0,0,0,0,0,1,1,0.7553468926513732,0.43471048153290964,0,0,0,4
